name,publisher,custum cpe
Team Explorer for Microsoft Visual Studio 2015 Update 3.1,Microsoft,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual C++ Compiler/Tools X86 Base Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Shell (Minimum) Resources,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows Desktop Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Core Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ MFC Items Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 XAML Visual Diagnostics for Windows Store,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK Modern Versioned Developer Tools,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Update for Microsoft Visual Studio 2015 (KB3165756),Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
WiX Toolset v3.11 Managed SDK,.NET Foundation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X64 Base Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows IoT Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.6.1 Targeting Pack,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 XAML Visual Diagnostics - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual Studio Graphics Analyzer,Microsoft Corporation,cpe:2.3:a:microsoft:visual_studio:*:*:*:*:*:*:*:*
Visual C++ MSBuild X86 Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows IoT Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows Desktop Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
SDK Debuggers,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.6.1 Targeting Pack (ENU),Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X64 Base Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Desktop Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Preparation,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK Desktop Headers Libs Metadata,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X64 Native Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK Desktop Headers x64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Citrix Receiver(DV),"Citrix Systems, Inc.",cpe:2.3:a:citrix:receiver:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X86 X64 Cross Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK DirectX x86 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library CRT ARM Redist Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Managed Apps Libs,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK EULA,Microsoft Corporations,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library MFC Headers Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.5.1 RC Multi-Targeting Pack for Windows Store Apps,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X86 X64 Cross Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Software Development Kit,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows Desktop Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps DirectX x86 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X86 Native Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Expression Blend SDK for .NET 4,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library MFC Source Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows IoT Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Libs,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Test Tools for Microsoft Visual Studio 2015,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual C++ Library CRT Source Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Software Development Kit DirectX x86 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.5.1 RC Multi-Targeting Pack for Windows Store Apps (ENU),Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Update 3.1 Team Explorer Language Pack - ENU,Microsoft,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual Studio 2012 Verification SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Base Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK EULA,Microsoft Corporations,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Update 3 Performance Debugger Web Views,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Microsoft Visual Studio 2015 SDK - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK for Windows Store Apps Tools,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X64 Native Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Windows Diagnostic Tools - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Microsoft Visual Studio 2015 XAML Designer - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual C++ Compiler/Tools Premium X86 ARM Cross Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X64 ARM Cross Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Universal General MIDI DLS Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Intel(R) Chipset Device Software,Intel(R) Corporation,cpe:2.3:a:intel:chipset_device_software:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X64 ARM Cross Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Agents for Visual Studio 2015 Preview - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Microsoft .NET Framework 4.6 SDK,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Windows SDK Desktop Tools x64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows IoT Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
TypeScript Tools for Microsoft Visual Studio 2015,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows Mobile Extension SDK 10.0.10240.0 - x86,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Optional Desktop Support Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Blend for Visual Studio 2015 - ENU,Microsoft Corporation,cpe:2.3:a:microsoft:visual_studio:*:*:*:*:*:*:*:*
Visual C++ IDE Common Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ IDE Professional Plus Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Citrix Receiver (HDX Flash Redirection),"Citrix Systems, Inc.",cpe:2.3:a:citrix:receiver:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library CRT X86 Store Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Library MFC MBCS Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X86 Base Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 XAML Application Timeline - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows Team Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X64 Native Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X86 Native Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ IDE Professional Core Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X64 X86 Cross Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Library CRT Appx Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2015 x86 Debug Runtime - 14.0.24215,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.7 Targeting Pack,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Agents for Visual Studio 2015 Preview,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK Desktop Headers arm64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Desktop Tools arm64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
WiX Toolset v3.11 Native 2012 SDK,.NET Foundation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Optional XP Support Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4 Multi-Targeting Pack,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Windows Team Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ MSBuild Base Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Universal CRT Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack (ENU),Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Windows Desktop Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
SDK ARM Redistributables,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Citrix Receiver(Aero),"Citrix Systems, Inc.",cpe:2.3:a:citrix:receiver:*:*:*:*:*:*:*:*
Windows Mobile Extension SDK 10.0.10240.0 - ARM,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Blend for Visual Studio 2015,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Microsoft .NET Native SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 XAML Designer,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows Team Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio Community 2015,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual C++ Professional Windows UAP Templates Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Library CRT X64 Store Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Mobile Extension SDK 10.0.15063.0 - ARM,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Signing Tools,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft .NET Core 5.0 SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual F# 4.0 SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Debugger Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Test Tools Language Pack - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Visual C++ Library PGO X64 Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Team Extension SDK Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows IoT Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows Software Development Kit - Windows 10.0.26624,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.60610,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK Facade Windows WinMD Versioned,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library CRT X86 OneCore For Desktop Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK Desktop Libs arm,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools X64 Base Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ IDE Desktop Plus Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ MSBuild X64 Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Library CRT ARM Desktop Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ IDE Common Resource Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Phone 8.1 Tools for Visual Studio 2015,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows Software Development Kit - Windows 10.0.14393.33,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ Library CRT X64 OneCore For Desktop Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Visual C++ Compiler/Tools Premium X64 X86 Cross Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows SDK Modern Non-Versioned Developer Tools,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Visual C++ IDE Debugger Package,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Microsoft .NET Framework 4.7 SDK,Microsoft Corporation,cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*
Windows SDK Modern Versioned Developer Tools,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Desktop Headers arm,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.21005,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Windows Mobile Extension SDK 10.0.15063.0 - x86,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Devenv,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Microsoft Visual Studio 2015 XAML Visual Diagnostics,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK for Windows Store Apps DirectX x86 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Zoom,"Zoom Video Communications, Inc.",cpe:2.3:a:zoom:zoom:*:*:*:*:*:*:*:*
Telegram Desktop,Telegram FZ-LLC,"cpe:2.3:a:telegram_desktop:telegram_desktop:*:*:*:*:*:*:*:*
"
Telegram Desktop version 3.6.1,Telegram FZ-LLC,"cpe:2.3:a:telegram_desktop:telegram_desktop:*:*:*:*:*:*:*:*
"
Python 3.10.3 Test Suite (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Executables (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Tcl/Tk Support (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Standard Library (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Development Libraries (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Core Interpreter (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 pip Bootstrap (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Java(TM) SE Development Kit 17.0.2 (64-bit),Oracle Corporation,cpe:2.3:a:oracle:java_se:*:*:*:*:*:*:*:*
Python 3.10.3 Utility Scripts (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.10.3 Documentation (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Microsoft Edge,Microsoft Corporation,cpe:2.3:a:microsoft:edge:*:*:*:*:*:*:*:*
PyCharm 2021.3.3,JetBrains s.r.o.,cpe:2.3:a:pycharm:pycharm:*:*:*:*:*:*:*:*
Python 3.10.3 (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
McAfee LiveSafe,"McAfee, LLC",cpe:2.3:a:mcafee:livesafe:*:*:*:*:*:*:*:*
Microsoft 365 - en-us,Microsoft Corporation,cpe:2.3:a:microsoft:office_365:*:*:*:*:*:*:*:*
Microsoft Edge WebView2 Runtime,Microsoft Corporation,cpe:2.3:a:microsoft:edge:*:*:*:*:*:*:*:*
Telegram Desktop version 3.7,Telegram FZ-LLC,"cpe:2.3:a:telegram_desktop:telegram_desktop:*:*:*:*:*:*:*:*
"
Microsoft Office Home and Student 2016 - en-us,Microsoft Corporation,cpe:2.3:a:microsoft:office:*:*:*:*:*:*:*:*
Mozilla Firefox (x64 en-US),Mozilla,cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*
Microsoft OneNote - en-us,Microsoft Corporation,cpe:2.3:a:microsoft:office_onenote:*:*:*:*:*:*:*:*
Python 3.11.0a5 Executables (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
DiagnosticsHub_CollectionService,Microsoft Corporation,cpe:2.3:a:microsoft:office_windows_diagnostics_hub:*:*:*:*:*:*:*:*
7-Zip 21.07 (x64 edition),Igor Pavlov,cpe:2.3:a:7-Zip:7-Zip:*:*:*:*:*:*:*:*
vs_communityx64msi,Microsoft Corporation,cpe:2.3:a:microsoft:visual_studio_community:*:*:*:*:*:*:*:*
Dell SupportAssist Remediation,Dell Inc.,cpe:2.3:a:dell:supportassist:*:*:*:*:*:*:*:*
Python 3.11.0a5 Core Interpreter (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Dell Update for Windows Universal,Dell Inc.,cpe:2.3:a:dell:system_update:*:*:*:*:*:*:*:*
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.30.30704,Microsoft Corporation,cpe:2.3:a:microsoft:visual_c\+\+:*:*:*:*:*:*:*:*
Python 3.11.0a5 Documentation (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Microsoft System CLR Types for SQL Server 2019,Microsoft Corporation,"
cpe:2.3:a:microsoft:sql_server_2019_reporting_services:*:*:*:*:*:*:*:*"
Microsoft Visual Studio Installer,Microsoft Corporation,cpe:2.3:a:microsoft:visual_studio:*:*:*:*:*:*:*:*
Python 3.11.0a5 Development Libraries (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Dell SupportAssist OS Recovery Plugin for Dell Update,Dell Inc.,cpe:2.3:a:dell:system_update
Office 16 Click-to-Run Localization Component,Microsoft Corporation,"cpe:2.3:a:microsoft:office:*:*:*:*:*:*:*:*
"
Node.js,Node.js Foundation,cpe:2.3:a:nodejs:nodejs:*:*:*:*:*:*:*:*
Python 3.11.0a5 Tcl/Tk Support (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Adobe Acrobat DC (64-bit),Adobe,cpe:2.3:a:adobe:acrobat_dc:*:*:*:*:*:*:*:*
Python 3.11.0a5 pip Bootstrap (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.11.0a5 Utility Scripts (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Windows SDK DirectX x64 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Python 3.11.0a5 Standard Library (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Python 3.11.0a5 Test Suite (64-bit),Python Software Foundation,cpe:2.3:a:python_software_foundation:python:*:*:*:*:*:*:*:*
Visual Studio Community 2022,Microsoft Corporation,cpe:2.3:a:microsoft:visual_studio_community:*:*:*:*:*:*:*:*
Windows SDK Desktop Tools arm64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows IoT Extension SDK,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - ENU,Microsoft Corporation,"
cpe:2.3:a:microsoft:visual_studio_2015:*:*:*:*:*:*:*:*
"
Windows SDK for Windows Store Apps DirectX x86 Remote,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Desktop Libs x64,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Desktop Tools x86,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Libs,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Contracts,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Desktop Libs arm,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK for Windows Store Apps Metadata,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
Windows SDK Facade Windows WinMD Versioned,Microsoft Corporation,cpe:2.3:a:microsoft:sdk:*:*:*:*:*:*:*:*
